counter,dt,ax,ay,az,gx,gy,gz
12043,0.020078125,-1922,-8582,4978,-6,-1,1
12298,0.019921875000000002,-1965,-8536,4965,-6,0,1
12556,0.02015625,-1976,-8531,4968,-6,0,1
12812,0.02,-2013,-8520,4983,-6,-1,2
13067,0.019921875000000002,-2028,-8534,4954,-6,0,0
13321,0.01984375,-2064,-8528,4953,-6,0,1
13578,0.020078125,-2096,-8514,4960,-7,0,1
13833,0.019921875000000002,-2078,-8497,4969,-6,0,0
14090,0.020078125,-2169,-8525,4957,-7,-1,1
14344,0.01984375,-2172,-8515,4953,-5,0,1
14601,0.020078125,-2196,-8498,4946,-6,0,1
14858,0.020078125,-2237,-8491,4959,-7,0,1
15114,0.02,-2239,-8450,4976,-5,1,1
15371,0.020078125,-2269,-8461,4949,-6,0,1
15629,0.02015625,-2307,-8479,4963,-6,-1,0
15887,0.02015625,-2340,-8474,4963,-6,0,1
16143,0.02,-2333,-8444,4960,-5,0,1
16401,0.02015625,-2355,-8481,4952,-6,1,2
16659,0.02015625,-2422,-8417,4939,-7,0,1
16913,0.01984375,-2449,-8421,4966,-5,0,1
17168,0.019921875000000002,-2451,-8397,4914,-6,0,0
17425,0.020078125,-2480,-8416,4946,-6,0,1
17681,0.02,-2509,-8409,4956,-7,0,1
17935,0.01984375,-2508,-8389,4973,-6,0,0
18191,0.02,-2563,-8371,4978,-7,0,1
18446,0.019921875000000002,-2569,-8408,4931,-6,-1,1
18703,0.020078125,-2601,-8367,4953,-6,1,1
18959,0.02,-2639,-8364,4961,-5,1,1
19213,0.01984375,-2663,-8364,4951,-6,0,1
19467,0.01984375,-2666,-8352,4964,-6,1,0
19722,0.019921875000000002,-2707,-8340,4964,-6,-1,0
19976,0.01984375,-2731,-8329,4979,-6,0,1
20234,0.02015625,-2739,-8330,4952,-6,1,1
20489,0.019921875000000002,-2791,-8314,4962,-6,0,0
20746,0.020078125,-2800,-8308,4947,-7,0,1
21000,0.01984375,-2835,-8291,4965,-6,1,1
21256,0.02,-2864,-8300,4944,-6,0,1
21514,0.02015625,-2895,-8300,4965,-6,0,0
21771,0.020078125,-2900,-8245,4947,-6,1,0
22026,0.019921875000000002,-2901,-8220,4912,-6,0,1
22283,0.020078125,-2962,-8235,4951,-6,0,1
22539,0.02,-2999,-8262,4982,-6,0,1
22794,0.019921875000000002,-2998,-8201,4961,-7,0,1
23052,0.02015625,-3035,-8244,4964,-6,1,2
23310,0.02015625,-3059,-8201,4933,-5,0,0
23566,0.02,-3085,-8205,4947,-5,0,2
23820,0.01984375,-3125,-8164,4936,-6,0,1
24076,0.02,-3118,-8155,4969,-6,1,0
24332,0.02,-3170,-8185,4945,-6,0,1
24590,0.02015625,-3157,-8140,4942,-6,1,0
24847,0.020078125,-3187,-8150,4978,-7,1,1
25102,0.019921875000000002,-3234,-8157,4960,-5,2,1
25358,0.02,-3262,-8141,4930,-5,0,2
25612,0.01984375,-3270,-8110,4946,-5,1,1
25868,0.02,-3292,-8107,4938,-5,1,1
26124,0.02,-3334,-8112,4976,-5,1,1
26380,0.02,-3356,-8062,4944,-6,2,1
26636,0.02,-3349,-8093,4957,-5,1,1
26892,0.02,-3418,-8045,4938,-6,0,2
27149,0.020078125,-3407,-8051,4932,-5,1,0
27405,0.02,-3476,-8049,4927,-6,1,1
27659,0.01984375,-3468,-8039,4950,-5,1,1
27916,0.020078125,-3521,-7994,4942,-5,1,1
28173,0.020078125,-3512,-8012,4965,-6,1,1
28430,0.020078125,-3541,-8000,4949,-6,1,1
28687,0.020078125,-3578,-7983,4950,-6,1,0
28941,0.01984375,-3559,-7955,4952,-5,0,0
29199,0.02015625,-3625,-7979,4944,-5,2,0
29457,0.02015625,-3637,-7947,4953,-6,2,1
29711,0.01984375,-3640,-7947,4959,-6,1,1
29966,0.019921875000000002,-3695,-7963,4901,-5,2,2
30221,0.019921875000000002,-3715,-7931,4941,-6,1,2
30479,0.02015625,-3705,-7892,4947,-6,2,1
30737,0.02015625,-3767,-7880,4938,-5,0,1
30992,0.019921875000000002,-3788,-7857,4944,-6,1,1
31249,0.020078125,-3823,-7870,4946,-5,0,1
31504,0.019921875000000002,-3822,-7856,4943,-5,1,0
31758,0.01984375,-3858,-7822,4930,-6,1,1
32013,0.019921875000000002,-3883,-7838,4947,-6,1,0
32267,0.01984375,-3921,-7792,4935,-5,1,1
32525,0.02015625,-3944,-7799,4946,-4,2,1
32782,0.020078125,-3942,-7755,4921,-6,1,1
33036,0.01984375,-3981,-7793,4966,-6,1,1
33292,0.02,-4000,-7776,4925,-6,1,1
33547,0.019921875000000002,-4044,-7736,4947,-5,2,1
33803,0.02,-4057,-7743,4942,-5,1,0
34061,0.02015625,-4078,-7716,4947,-5,2,1
34319,0.02015625,-4072,-7697,4970,-4,2,1
34577,0.02015625,-4119,-7696,4939,-5,1,1
34832,0.019921875000000002,-4175,-7656,4941,-5,2,1
35086,0.01984375,-4141,-7687,4980,-5,2,2
35340,0.01984375,-4203,-7659,4965,-6,2,1
35594,0.01984375,-4179,-7665,4968,-6,1,0
35851,0.020078125,-4248,-7621,4927,-5,1,0
36108,0.020078125,-4263,-7609,4939,-5,2,1
36366,0.02015625,-4283,-7615,4944,-5,1,0
36620,0.01984375,-4312,-7589,4931,-5,1,0
36875,0.019921875000000002,-4329,-7575,4921,-6,2,1
37132,0.020078125,-4345,-7568,4965,-5,1,1
37389,0.020078125,-4368,-7525,4933,-5,2,2
37645,0.02,-4373,-7527,4938,-5,2,2
37899,0.01984375,-4414,-7521,4935,-6,2,0
38155,0.02,-4422,-7520,4944,-5,1,2
38409,0.01984375,-4467,-7484,4950,-5,2,1
38665,0.02,-4476,-7446,4949,-4,2,0
38923,0.02015625,-4467,-7466,4964,-5,2,0
39177,0.01984375,-4519,-7446,4965,-5,2,0
39431,0.01984375,-4552,-7422,4944,-5,2,1
39688,0.020078125,-4556,-7447,4949,-5,1,1
39942,0.01984375,-4577,-7383,4938,-5,2,1
40200,0.02015625,-4629,-7393,4953,-5,1,0
40457,0.020078125,-4628,-7377,4945,-4,1,1
40713,0.02,-4665,-7348,4958,-6,2,1
40968,0.019921875000000002,-4688,-7340,4946,-5,2,1
41223,0.019921875000000002,-4722,-7308,4957,-5,1,1
41478,0.019921875000000002,-4726,-7325,4934,-6,2,1
41736,0.02015625,-4776,-7287,4938,-5,2,0
41993,0.020078125,-4785,-7285,4939,-5,2,1
42248,0.019921875000000002,-4801,-7224,4927,-5,4,1
42502,0.01984375,-4838,-7233,4925,-4,2,1
42758,0.02,-4815,-7221,4953,-5,2,1
43015,0.020078125,-4843,-7212,4965,-4,2,1
43272,0.020078125,-4881,-7217,4937,-5,2,1
43527,0.019921875000000002,-4904,-7171,4948,-5,2,2
43783,0.02,-4928,-7168,4933,-5,3,1
44037,0.01984375,-4941,-7152,4947,-5,2,1
44293,0.02,-4976,-7131,4940,-5,2,1
44550,0.020078125,-5004,-7127,4929,-5,3,0
44805,0.019921875000000002,-5023,-7083,4929,-5,2,1
45060,0.019921875000000002,-5021,-7075,4945,-5,2,0
45316,0.02,-5036,-7058,4926,-5,2,0
45574,0.02015625,-5074,-7059,4922,-6,2,1
45831,0.020078125,-5099,-7050,4946,-5,3,1
46089,0.02015625,-5131,-7018,4917,-4,2,1
46343,0.01984375,-5145,-6987,4919,-5,3,1
46601,0.02015625,-5136,-6986,4963,-5,3,0
46855,0.01984375,-5176,-7005,4919,-4,2,1
47110,0.019921875000000002,-5190,-6961,4921,-5,2,1
47366,0.02,-5223,-6941,4960,-5,3,0
47621,0.019921875000000002,-5244,-6901,4952,-5,3,1
47879,0.02015625,-5274,-6893,4963,-4,3,1
48137,0.02015625,-5309,-6878,4920,-5,4,1
48393,0.02,-5319,-6850,4920,-5,3,1
48649,0.02,-5352,-6842,4929,-4,2,1
48906,0.020078125,-5323,-6846,4931,-4,2,1
49163,0.020078125,-5373,-6820,4935,-5,3,1
49419,0.02,-5399,-6800,4933,-5,3,0
49677,0.02015625,-5422,-6785,4921,-4,3,1
49931,0.01984375,-5439,-6764,4915,-5,2,1
50186,0.019921875000000002,-5490,-6763,4955,-4,3,1
50440,0.01984375,-5462,-6735,4918,-4,3,2
50694,0.01984375,-5498,-6681,4931,-4,4,0
50948,0.01984375,-5520,-6708,4914,-4,3,1
51205,0.020078125,-5525,-6702,4952,-5,3,1
51463,0.02015625,-5533,-6658,4901,-4,3,0
51719,0.02,-5571,-6644,4912,-4,3,1
51975,0.02,-5600,-6602,4932,-4,3,1
52230,0.019921875000000002,-5593,-6592,4942,-4,2,0
52484,0.01984375,-5636,-6595,4916,-5,2,1
52740,0.02,-5654,-6577,4933,-5,3,1
52994,0.01984375,-5662,-6544,4911,-4,2,1
53251,0.020078125,-5704,-6523,4911,-4,3,1
53507,0.02,-5724,-6510,4934,-4,2,0
53762,0.019921875000000002,-5690,-6496,4903,-5,2,1
54016,0.01984375,-5739,-6487,4924,-4,2,0
54271,0.019921875000000002,-5774,-6466,4926,-5,3,1
54525,0.01984375,-5782,-6433,4934,-5,3,1
54782,0.020078125,-5812,-6401,4920,-4,4,1
55038,0.02,-5844,-6431,4946,-4,3,1
55295,0.020078125,-5861,-6385,4938,-5,3,1
55551,0.02,-5864,-6341,4947,-4,2,0
55809,0.02015625,-5875,-6364,4925,-4,4,1
56066,0.020078125,-5916,-6323,4935,-4,4,0
56320,0.01984375,-5923,-6296,4923,-4,3,1
56574,0.01984375,-5941,-6278,4920,-4,4,1
56832,0.02015625,-5978,-6261,4893,-4,4,1
57087,0.019921875000000002,-5980,-6290,4923,-4,3,1
57344,0.020078125,-6004,-6228,4909,-4,3,0
57601,0.020078125,-6036,-6183,4924,-4,3,0
57858,0.020078125,-6024,-6219,4920,-4,3,0
58113,0.019921875000000002,-6084,-6179,4917,-4,4,0
58368,0.019921875000000002,-6071,-6145,4942,-4,4,1
58624,0.02,-6087,-6150,4888,-4,4,1
58878,0.01984375,-6120,-6085,4921,-4,4,2
59133,0.019921875000000002,-6135,-6097,4905,-3,4,1
59389,0.02,-6102,-6063,4908,-4,3,1
59644,0.019921875000000002,-6173,-6056,4906,-3,4,1
59899,0.019921875000000002,-6174,-6021,4931,-4,4,1
60157,0.02015625,-6192,-6005,4924,-3,3,1
60412,0.019921875000000002,-6216,-5997,4915,-4,3,0
60670,0.02015625,-6250,-5963,4945,-4,2,1
60928,0.02015625,-6266,-5940,4926,-4,3,1
61185,0.020078125,-6255,-5927,4942,-3,4,0
61439,0.01984375,-6277,-5913,4937,-4,3,2
61694,0.019921875000000002,-6326,-5869,4928,-4,4,0
61952,0.02015625,-6329,-5881,4920,-3,4,0
62206,0.01984375,-6334,-5845,4917,-3,4,0
62462,0.02,-6337,-5824,4924,-4,4,1
62718,0.02,-6405,-5814,4945,-3,4,1
62976,0.02015625,-6388,-5787,4922,-3,3,1
63234,0.02015625,-6412,-5787,4922,-4,4,0
63489,0.019921875000000002,-6440,-5748,4939,-4,5,1
63745,0.02,-6457,-5717,4919,-3,3,0
64002,0.020078125,-6462,-5681,4891,-3,4,0
64260,0.02015625,-6531,-5701,4924,-4,4,1
64516,0.02,-6519,-5663,4925,-3,3,1
64770,0.01984375,-6529,-5649,4916,-3,4,0
65028,0.02015625,-6523,-5583,4927,-3,4,0
65284,0.02,-6553,-5613,4920,-4,4,0
2,0.01984375,-6575,-5564,4922,-4,3,0
256,0.01984375,-6583,-5543,4927,-4,4,1
511,0.019921875000000002,-6621,-5518,4935,-3,4,1
768,0.020078125,-6628,-5498,4915,-4,3,1
1026,0.02015625,-6636,-5493,4949,-4,4,0
1282,0.02,-6662,-5450,4945,-4,4,0
1536,0.01984375,-6650,-5427,4921,-4,3,1
1794,0.02015625,-6678,-5453,4917,-3,4,2
2051,0.020078125,-6693,-5416,4918,-3,3,0
2307,0.02,-6696,-5393,4938,-4,4,1
2561,0.01984375,-6744,-5348,4891,-3,3,1
2819,0.02015625,-6738,-5325,4902,-4,4,1
3073,0.01984375,-6798,-5313,4926,-3,4,1
3330,0.020078125,-6791,-5320,4923,-4,4,1
3586,0.02,-6778,-5269,4929,-4,4,1
3842,0.02,-6796,-5255,4917,-3,4,0
4098,0.02,-6792,-5241,4920,-3,4,1
4353,0.019921875000000002,-6849,-5206,4904,-2,4,1
4609,0.02,-6867,-5185,4914,-4,4,1
4864,0.019921875000000002,-6860,-5176,4912,-4,5,0
5120,0.02,-6885,-5121,4918,-4,3,1
5377,0.020078125,-6927,-5107,4922,-3,4,0
5634,0.020078125,-6938,-5080,4910,-4,4,0
5888,0.01984375,-6932,-5047,4920,-3,4,2
6146,0.02015625,-6970,-5046,4930,-3,5,1
6400,0.01984375,-6938,-4991,4924,-3,5,0
6655,0.019921875000000002,-7004,-4982,4923,-3,4,0
6910,0.019921875000000002,-7002,-4989,4933,-2,4,1
7165,0.019921875000000002,-7037,-4946,4928,-2,5,0
7420,0.019921875000000002,-7035,-4943,4921,-3,4,1
7675,0.019921875000000002,-7061,-4925,4903,-3,4,1
7931,0.02,-7061,-4898,4932,-3,5,1
8188,0.020078125,-7074,-4872,4918,-2,4,1
8446,0.02015625,-7100,-4829,4909,-2,4,2
8701,0.019921875000000002,-7120,-4840,4909,-3,4,1
8956,0.019921875000000002,-7117,-4802,4912,-3,5,0
9213,0.020078125,-7151,-4760,4914,-2,4,1
9467,0.01984375,-7130,-4756,4906,-2,5,0
9723,0.02,-7177,-4763,4926,-3,4,0
9978,0.019921875000000002,-7191,-4709,4907,-3,5,2
10235,0.020078125,-7189,-4662,4905,-4,4,0
10489,0.01984375,-7202,-4667,4888,-2,4,0
10747,0.02015625,-7203,-4643,4933,-3,4,1
11002,0.019921875000000002,-7221,-4597,4915,-2,5,1
11258,0.02,-7246,-4607,4925,-3,4,1
11514,0.02,-7279,-4537,4916,-2,4,0
11770,0.02,-7273,-4533,4926,-3,3,0
12026,0.02,-7254,-4531,4937,-3,4,1
12281,0.019921875000000002,-7311,-4467,4917,-2,4,1
12538,0.020078125,-7288,-4469,4942,-3,5,1
12794,0.02,-7341,-4440,4916,-3,5,1
13049,0.019921875000000002,-7340,-4420,4914,-3,5,0
13304,0.019921875000000002,-7312,-4417,4906,-3,6,0
13560,0.02,-7359,-4368,4920,-2,5,1
13818,0.02015625,-7375,-4376,4916,-3,4,0
14076,0.02015625,-7385,-4349,4917,-3,4,1
14331,0.019921875000000002,-7395,-4283,4938,-3,5,0
14586,0.019921875000000002,-7406,-4283,4901,-2,5,1
14840,0.01984375,-7427,-4250,4922,-2,5,1
15096,0.02,-7430,-4252,4912,-3,5,2
15351,0.019921875000000002,-7462,-4201,4925,-3,4,1
15609,0.02015625,-7511,-4194,4930,-2,5,1
15865,0.02,-7477,-4147,4909,-2,4,1
16120,0.019921875000000002,-7470,-4110,4908,-3,5,1
16378,0.02015625,-7500,-4116,4920,-3,5,1
16636,0.02015625,-7493,-4071,4893,-2,6,0
16891,0.019921875000000002,-7530,-4036,4922,-1,4,0
17145,0.01984375,-7523,-4051,4910,-2,5,1
17400,0.019921875000000002,-7547,-4015,4931,0,5,1
17655,0.019921875000000002,-7585,-3994,4910,-2,5,2
17911,0.02,-7559,-3962,4895,-1,5,0
18169,0.02015625,-7579,-3920,4876,-2,5,1
18427,0.02015625,-7609,-3923,4923,-2,5,0
18684,0.020078125,-7633,-3874,4916,-2,5,0
18942,0.02015625,-7604,-3884,4931,-1,5,0
19196,0.01984375,-7648,-3839,4892,-2,5,1
19450,0.01984375,-7663,-3801,4919,-1,5,1
19708,0.02015625,-7652,-3772,4892,-2,5,1
19965,0.020078125,-7663,-3752,4917,-2,4,1
20220,0.019921875000000002,-7676,-3752,4908,-3,5,1
20477,0.020078125,-7701,-3688,4894,-1,6,1
20731,0.01984375,-7704,-3704,4891,-2,5,0
20988,0.020078125,-7719,-3663,4918,-2,5,1
21246,0.02015625,-7728,-3609,4914,-3,5,1
21502,0.02,-7738,-3630,4937,-2,5,1
21759,0.020078125,-7738,-3561,4919,-2,5,0
22016,0.020078125,-7755,-3581,4895,-2,5,0
22274,0.02015625,-7761,-3549,4929,-2,4,1
22530,0.02,-7793,-3492,4910,-2,5,0
22785,0.019921875000000002,-7809,-3480,4893,-2,5,1
23040,0.019921875000000002,-7819,-3470,4896,-1,5,1
23295,0.019921875000000002,-7801,-3455,4900,-2,5,1
23549,0.01984375,-7817,-3409,4907,-2,5,1
23806,0.020078125,-7824,-3381,4892,-2,5,2
24061,0.019921875000000002,-7838,-3365,4913,-2,6,1
24318,0.020078125,-7861,-3336,4901,-1,5,1
24572,0.01984375,-7852,-3319,4912,-1,4,1
24827,0.019921875000000002,-7871,-3281,4909,-1,6,0
25082,0.019921875000000002,-7885,-3247,4916,-1,6,1
25336,0.01984375,-7873,-3236,4894,-2,5,1
25594,0.02015625,-7893,-3209,4903,-1,5,1
25850,0.02,-7924,-3169,4899,-1,5,2
26108,0.02015625,-7925,-3152,4917,-2,5,1
26366,0.02015625,-7935,-3135,4925,-2,5,1
26620,0.01984375,-7958,-3095,4887,-1,5,1
26878,0.02015625,-7966,-3075,4922,-2,5,1
27132,0.01984375,-7948,-3088,4938,-1,5,1
27390,0.02015625,-7992,-3015,4899,-1,5,1
27647,0.020078125,-7985,-2987,4890,0,6,2
27905,0.02015625,-7963,-2975,4925,-1,4,2
28161,0.02,-7974,-2948,4889,-1,4,1
28415,0.01984375,-8024,-2918,4894,-2,5,1
28669,0.01984375,-7996,-2915,4896,-2,4,2
28923,0.01984375,-7986,-2869,4894,-1,6,1
29181,0.02015625,-8022,-2844,4898,-1,5,0
29437,0.02,-8027,-2825,4908,0,5,1
29692,0.019921875000000002,-8069,-2799,4907,0,4,1
29946,0.01984375,-8029,-2778,4903,-1,5,2
30200,0.01984375,-8052,-2720,4901,-1,5,0
30455,0.019921875000000002,-8060,-2719,4896,-1,5,1
30712,0.020078125,-8082,-2670,4900,-1,5,1
30970,0.02015625,-8081,-2686,4921,-1,6,1
31227,0.020078125,-8102,-2649,4916,-1,6,1
31485,0.02015625,-8083,-2602,4910,-1,5,1
31740,0.019921875000000002,-8107,-2574,4906,-1,6,1
31995,0.019921875000000002,-8113,-2553,4895,-1,5,1
32252,0.020078125,-8110,-2546,4920,-1,5,1
32506,0.01984375,-8107,-2499,4916,0,6,1
32764,0.02015625,-8156,-2447,4921,-1,5,1
33021,0.020078125,-8148,-2445,4916,-1,5,1
33275,0.01984375,-8159,-2422,4885,-1,6,1
33529,0.01984375,-8170,-2415,4905,0,5,1
33786,0.020078125,-8160,-2349,4908,-1,5,2
34043,0.020078125,-8191,-2344,4901,-1,5,1
34298,0.019921875000000002,-8178,-2299,4902,-1,5,0
34555,0.020078125,-8181,-2261,4911,0,5,1
34811,0.02,-8178,-2235,4926,0,5,1
35068,0.020078125,-8210,-2260,4887,0,5,0
35324,0.02,-8206,-2216,4886,-1,5,0
35580,0.02,-8198,-2214,4874,0,5,1
35835,0.019921875000000002,-8227,-2172,4903,-1,6,1
36089,0.01984375,-8226,-2095,4900,0,6,1
36343,0.01984375,-8227,-2102,4905,-1,6,2
36597,0.01984375,-8219,-2074,4916,-1,5,1
36855,0.02015625,-8221,-2063,4896,1,5,2
37111,0.02,-8246,-2021,4898,0,6,0
37366,0.019921875000000002,-8261,-1984,4901,-1,6,1
37624,0.02015625,-8268,-1968,4885,-1,5,1
37882,0.02015625,-8281,-1955,4887,0,4,0
38137,0.019921875000000002,-8300,-1911,4875,0,6,2
38392,0.019921875000000002,-8305,-1886,4888,-1,5,1
38648,0.02,-8275,-1875,4913,-1,5,0
38906,0.02015625,-8288,-1840,4900,0,5,1
39163,0.020078125,-8292,-1814,4908,0,5,1
39419,0.02,-8282,-1800,4929,-1,5,0
39674,0.019921875000000002,-8272,-1764,4894,0,5,1
39929,0.019921875000000002,-8312,-1782,4903,0,6,1
40183,0.01984375,-8318,-1690,4885,0,5,0
40440,0.020078125,-8323,-1654,4904,1,5,1
40698,0.02015625,-8335,-1645,4905,0,6,0
40955,0.020078125,-8316,-1595,4893,-1,6,1
41210,0.019921875000000002,-8336,-1586,4894,0,5,2
41466,0.02,-8338,-1586,4883,0,5,0
41724,0.02015625,-8334,-1530,4895,0,6,1
41980,0.02,-8339,-1552,4897,0,5,1
42238,0.02015625,-8341,-1485,4923,1,5,1
42494,0.02,-8399,-1464,4880,0,6,1
42750,0.02,-8340,-1432,4935,0,5,1
43006,0.02,-8370,-1396,4886,0,5,1
43261,0.019921875000000002,-8357,-1368,4918,0,6,0
43517,0.02,-8394,-1368,4900,1,5,1
43772,0.019921875000000002,-8380,-1314,4893,0,5,1
44029,0.020078125,-8363,-1294,4889,1,5,2
44286,0.020078125,-8363,-1268,4877,1,6,1
44541,0.019921875000000002,-8373,-1231,4919,0,6,0
44799,0.02015625,-8381,-1214,4904,0,5,0
45055,0.02,-8383,-1164,4891,1,6,1
45313,0.02015625,-8421,-1179,4888,-1,6,1
45570,0.020078125,-8402,-1165,4872,0,7,0
45828,0.02015625,-8392,-1112,4900,1,5,0
46086,0.02015625,-8386,-1077,4916,0,6,1
46341,0.019921875000000002,-8404,-1048,4892,1,5,1
46596,0.019921875000000002,-8417,-1046,4874,0,6,0
46854,0.02015625,-8412,-994,4898,1,6,-1
47109,0.019921875000000002,-8424,-962,4923,1,5,1
47366,0.020078125,-8446,-918,4914,1,6,1
47620,0.01984375,-8406,-896,4905,0,6,1
47878,0.02015625,-8430,-892,4916,2,5,1
48135,0.020078125,-8424,-852,4891,2,6,1
48391,0.02,-8406,-838,4897,0,5,0
48647,0.02,-8423,-798,4894,1,6,0
48904,0.020078125,-8433,-767,4871,1,5,1
49159,0.019921875000000002,-8456,-728,4881,0,6,1
49414,0.019921875000000002,-8463,-714,4868,0,5,1
49669,0.019921875000000002,-8423,-678,4896,0,6,2
49923,0.01984375,-8426,-660,4880,1,7,0
50181,0.02015625,-8463,-626,4891,0,6,1
50438,0.020078125,-8454,-630,4928,1,6,1
50694,0.02,-8457,-593,4919,2,5,1
50952,0.02015625,-8453,-573,4901,0,5,0
51209,0.020078125,-8460,-531,4882,2,6,2
51465,0.02,-8456,-511,4924,1,5,1
51719,0.01984375,-8474,-465,4906,2,6,1
51975,0.02,-8458,-461,4929,0,5,1
52229,0.01984375,-8433,-418,4912,0,5,0
52486,0.020078125,-8447,-416,4878,1,6,1
52740,0.01984375,-8451,-357,4894,1,6,1
52996,0.02,-8447,-333,4879,2,6,1
53251,0.019921875000000002,-8465,-321,4910,0,5,1
53505,0.01984375,-8438,-267,4872,2,6,0
53761,0.02,-8500,-257,4913,2,5,2
54016,0.019921875000000002,-8496,-234,4890,2,6,1
54271,0.019921875000000002,-8484,-188,4904,0,5,1
54529,0.02015625,-8466,-193,4893,2,6,0
54784,0.019921875000000002,-8436,-131,4891,1,6,0
55040,0.02,-8459,-138,4895,1,5,2
55294,0.01984375,-8463,-88,4866,1,6,1
55549,0.019921875000000002,-8497,-60,4901,2,5,0
55804,0.019921875000000002,-8479,-52,4907,0,5,2
56061,0.020078125,-8464,5,4871,1,6,1
56315,0.01984375,-8462,2,4897,1,6,2
56573,0.02015625,-8456,37,4858,1,6,0
56827,0.01984375,-8469,84,4918,1,5,1
57084,0.020078125,-8472,93,4902,2,7,1
57338,0.01984375,-8445,113,4903,1,6,1
57596,0.02015625,-8461,193,4917,2,6,2
57853,0.020078125,-8482,205,4880,1,6,1
58111,0.02015625,-8477,204,4897,2,6,3
58369,0.02015625,-8453,228,4876,2,5,1
58627,0.02015625,-8451,259,4925,1,6,1
58884,0.020078125,-8444,313,4901,2,5,1
59142,0.02015625,-8442,344,4870,1,6,-1
59396,0.01984375,-8447,365,4886,2,5,1
59653,0.020078125,-8461,366,4884,2,5,2
59911,0.02015625,-8458,409,4886,2,5,0
60166,0.019921875000000002,-8468,434,4911,1,5,0
60424,0.02015625,-8453,475,4888,2,6,1
60680,0.02,-8459,488,4882,2,6,0
60936,0.02,-8443,512,4902,2,6,1
61191,0.019921875000000002,-8430,528,4874,0,6,0
61445,0.01984375,-8436,539,4884,2,5,1
61703,0.02015625,-8448,595,4903,2,6,0
61960,0.020078125,-8445,633,4879,2,5,1
62216,0.02,-8451,623,4902,3,5,1
62474,0.02015625,-8417,687,4888,2,6,1
62728,0.01984375,-8430,702,4878,2,6,1
62985,0.020078125,-8427,758,4884,3,5,1
63241,0.02,-8408,756,4919,2,5,1
63498,0.020078125,-8407,801,4878,2,6,1
63752,0.01984375,-8385,818,4893,3,5,1
64009,0.020078125,-8443,835,4909,3,5,0
64266,0.020078125,-8407,860,4889,3,5,0
64524,0.02015625,-8432,897,4865,2,5,2
64779,0.019921875000000002,-8377,908,4897,2,5,2
65033,0.01984375,-8413,947,4879,3,4,1
65287,0.01984375,-8404,969,4906,3,5,2
5,0.01984375,-8421,1025,4895,2,5,1
260,0.019921875000000002,-8393,1019,4890,2,5,0
518,0.02015625,-8410,1054,4899,2,7,0
772,0.01984375,-8383,1088,4905,3,5,1
1026,0.01984375,-8397,1124,4865,3,6,1
1280,0.01984375,-8386,1140,4912,4,6,1
1535,0.019921875000000002,-8369,1179,4879,2,5,1
1792,0.020078125,-8399,1186,4901,3,6,0
2047,0.019921875000000002,-8336,1201,4862,3,5,1
2303,0.02,-8368,1248,4880,3,5,1
2558,0.019921875000000002,-8366,1264,4867,3,5,0
2816,0.02015625,-8351,1279,4914,3,5,0
3070,0.01984375,-8343,1332,4882,3,5,0
3325,0.019921875000000002,-8367,1365,4892,3,5,1
3581,0.02,-8348,1372,4898,3,5,1
3839,0.02015625,-8343,1411,4886,2,6,0
4095,0.02,-8352,1437,4903,3,5,1
4349,0.01984375,-8323,1432,4904,2,5,1
4605,0.02,-8295,1520,4903,3,5,1
4860,0.019921875000000002,-8331,1510,4894,3,6,0
5115,0.019921875000000002,-8317,1536,4886,3,5,1
5373,0.02015625,-8316,1566,4885,3,5,1
5631,0.02015625,-8312,1594,4916,3,5,1
5886,0.019921875000000002,-8318,1623,4887,2,6,1
6142,0.02,-8303,1648,4936,3,4,0
6398,0.02,-8281,1704,4882,4,6,1
6656,0.02015625,-8291,1714,4905,3,5,1
6914,0.02015625,-8252,1741,4905,3,6,1
7169,0.019921875000000002,-8262,1775,4896,3,6,1
7423,0.01984375,-8275,1832,4868,4,5,1
7677,0.01984375,-8226,1804,4881,3,5,1
7931,0.01984375,-8267,1855,4872,2,5,0
8188,0.020078125,-8230,1849,4876,3,5,0
8445,0.020078125,-8216,1884,4888,3,6,1
8703,0.02015625,-8253,1921,4888,4,5,2
8957,0.01984375,-8246,1952,4874,3,5,0
9211,0.01984375,-8235,1964,4902,3,5,1
9465,0.01984375,-8207,2009,4890,3,5,0
9722,0.020078125,-8196,2040,4878,3,5,0
9976,0.01984375,-8202,2055,4922,4,6,1
10233,0.020078125,-8209,2095,4886,4,6,1
10491,0.02015625,-8194,2139,4870,4,5,0
10745,0.01984375,-8201,2114,4901,3,5,1
11002,0.020078125,-8193,2162,4871,3,7,1
11258,0.02,-8180,2183,4890,4,5,1
11516,0.02015625,-8183,2204,4896,3,6,1
11771,0.019921875000000002,-8189,2247,4866,4,5,2
12026,0.019921875000000002,-8139,2256,4860,3,5,2
12280,0.01984375,-8148,2312,4886,3,5,1
12537,0.020078125,-8136,2309,4915,3,5,-1
12795,0.02015625,-8123,2353,4892,3,5,1
13049,0.01984375,-8119,2387,4887,4,5,1
13305,0.02,-8115,2384,4894,3,5,0
13562,0.020078125,-8113,2455,4889,4,6,1
13819,0.020078125,-8114,2447,4891,3,5,1
14077,0.02015625,-8080,2458,4878,3,6,1
14334,0.020078125,-8047,2502,4884,4,5,1
14592,0.02015625,-8086,2496,4892,4,6,1
14850,0.02015625,-8090,2558,4859,3,6,1
15108,0.02015625,-8049,2559,4887,4,6,1
